web_scraper_order,web_scraper_start_url,Name,price,adress,image_link
"1765116769-275","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chat tigré","60 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-tigre-4290086"
"1765116769-276","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Canard","30 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/canard-4251761"
"1765116769-277","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Autruche","40 000CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/autruche-4274068"
"1765116769-278","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chatons persans chinchilla golden shaded","500 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chatons-persans-chinchilla-golden-shaded-4268926"
"1765116769-279","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chat persan chinchilla blue golden shaded","650 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-chinchilla-blue-golden-shaded-4268866"
"1765116769-280","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chat persan chinchilla golden shaded","500 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-chinchilla-golden-shaded-4268857"
"1765116769-281","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruches ondulées","20 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4268218"
"1765116769-282","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oies","45 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oies-4263743"
"1765116769-283","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Poissons aquariums","7 500CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquariums-4258053"
"1765116769-284","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-4254477"
"1765116769-285","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Paon","Prix sur demande","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/paon-4250701"
"1765116769-286","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruche","30 000CFA","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruche-4236158"
"1765116769-287","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Paon","400CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/paon-4226444"
"1765116769-288","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Poussins bleus hollandais","1 500CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poussins-bleus-hollandais-4223952"
"1765116769-289","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Siamois Himalayen","275 000CFA","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-himalayen-4215680"
"1765116769-290","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Poissons aquarium","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquarium-4213007"
"1765116769-291","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cailles","7 000CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cailles-4208226"
"1765116769-292","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Boeuf","600 000CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4196106"
"1765116769-293","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruches","30 000CFA","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-4194617"
"1765116769-294","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perroquet","35 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-4185842"
"1765116769-295","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Couple de perruches","14 900CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/couple-de-perruches-4180902"
"1765116769-296","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton siamois","240 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-4180282"
"1765116769-297","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dinde","45 000CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dinde-4170236"
"1765116769-298","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dindes","100 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dindes-4169875"
"1765116769-299","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dindes","100 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dindes-4169870"
"1765116769-300","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Hamster doré","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-dore-4169247"
"1765116769-301","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perroquet","20 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-4141464"
"1765116769-302","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Canard colvert","32 500CFA","Almadies 2, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/canard-colvert-4141195"
"1765116769-303","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chatte persane himalayenne","200 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chatte-persane-himalayenne-4140736"
"1765116769-304","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oies","35 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oies-4119270"
"1765116769-305","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Hamster dorée","15 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-doree-4110101"
"1765116769-306","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chèvre sahelienne","180 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chevre-sahelienne-4103018"
"1765116769-307","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chats siamois himalayen","300 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chats-siamois-himalayen-4102440"
"1765116769-308","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton angora","180 000CFA","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-angora-4102298"
"1765116769-309","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cheval","Prix sur demande","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cheval-4092862"
"1765116769-310","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Bœuf","600 000CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/buf-4090572"
"1765116769-311","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oies","65 000CFA","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oies-4064457"
"1765116769-312","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dinde","50 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dinde-4060300"
"1765116769-313","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Canards","20 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/canards-4056116"
"1765116769-314","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dindons","175 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dindons-4056115"
"1765116769-315","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruches ondulées","7 000CFA","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4049517"
"1765116769-316","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Boeuf","Prix sur demande","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4047285"
"1765116769-317","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oies de garde","200 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oies-de-garde-4033376"
"1765116769-318","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cheval","450 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cheval-4029054"
"1765116769-319","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Jument","550 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/jument-4029052"
"1765116769-320","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Vache","475CFA","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-4015081"
"1765116769-321","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perroquets Roseicollis","50 000CFA","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perroquets-roseicollis-4006084"
"1765116769-322","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Persan","400 000CFA","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-4004300"
"1765117405-323","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Bœufs","800 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/bufs-5042261"
"1765117405-324","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Mondain","140 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/mondain-5041931"
"1765117405-325","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Himalayen","265 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/himalayen-5041105"
"1765117405-326","https://sn.coinafrique.com/categorie/autres-animaux?page=2","persan pure race","400 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/persan-pure-race-5041103"
"1765117405-327","https://sn.coinafrique.com/categorie/autres-animaux?page=2","British et scottish pure race","650 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/british-et-scottish-pure-race-5041101"
"1765117405-328","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Dindes","25 000CFA","Almadies 2, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dindes-5035473"
"1765117405-329","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Bœuf","300 000CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/buf-5022926"
"1765117405-330","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton de 1 mois","20 000CFA","Mariste, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-de-1-mois-5017864"
"1765117405-331","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Caille","1 500CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/caille-5001807"
"1765117405-332","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Couple dinde","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-5001804"
"1765117405-333","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chat Siamois","170 000CFA","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-siamois-4997392"
"1765117405-334","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Bœuf","700 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/buf-4996496"
"1765117405-335","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Boeuf","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4995019"
"1765117405-336","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Tortue","35 000CFA","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/tortue-4976748"
"1765117405-337","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Bleus","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/bleus-4974963"
"1765117405-338","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perroquet","399 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-4967605"
"1765117405-339","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Œufs de caille","4 500CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/ufs-de-caille-4962446"
"1765117405-340","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Cailles de chair","2 500CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cailles-de-chair-4957482"
"1765117405-341","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton","50 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-4956743"
"1765117405-342","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Pintade noire","800 000CFA","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/pintade-noire-4942157"
"1765117405-343","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton Persan Peaky Face","590 000CFA","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-peaky-face-4941927"
"1765117405-344","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chat","350 000CFA","Grand Dakar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-4928423"
"1765117405-345","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chatons","Prix sur demande","Mariste, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chatons-4922546"
"1765117405-346","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Poussins de canard","2 500CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poussins-de-canard-4917429"
"1765117405-347","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Dinde rouge Ardenne","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dinde-rouge-ardenne-4917420"
"1765117405-348","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perroquets","50 000CFA","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perroquets-4903200"
"1765117405-349","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Poisson Aquarium","8 500CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poisson-aquarium-4898597"
"1765117405-350","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Bœufs","Prix sur demande","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/bufs-4895608"
"1765117405-351","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chatons persans chinchillas purs","550 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chatons-persans-chinchillas-purs-4888897"
"1765117405-352","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Autruche","750 000CFA","Almadies 2, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/autruche-4885138"
"1765117405-353","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Œufs de caille","3 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/ufs-de-caille-4880858"
"1765117405-354","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Œufs de caille","3 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/ufs-de-caille-4880849"
"1765117405-355","https://sn.coinafrique.com/categorie/autres-animaux?page=2","vache","Prix sur demande","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-4878570"
"1765117405-356","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Vache","350 000CFA","Gassane, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-4864739"
"1765117405-357","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton hiamalayen","200 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-hiamalayen-4864117"
"1765117405-358","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Siamois","200 000CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/siamois-4855435"
"1765117405-359","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Bœufs race Goudali","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/bufs-race-goudali-4853741"
"1765117405-360","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Vache montbéliardes","2 000 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-montbeliardes-4851931"
"1765117405-361","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perruche ondulée","15 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruche-ondulee-4846061"
"1765117405-362","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perruche ondulée","30 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruche-ondulee-4846053"
"1765117405-363","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perruches ondulées blanches","20 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-blanches-4846024"
"1765117405-364","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Persan pure race","500 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/persan-pure-race-4818301"
"1765117405-365","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chatons Persan pure race","430 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chatons-persan-pure-race-4808981"
"1765117405-366","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Scottish fold et scottish straight de race pure","700 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/scottish-fold-et-scottish-straight-de-race-pure-4808971"
"1765117405-367","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Foin","4 600CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/foin-4807500"
"1765117405-368","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Paon","140 000CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/paon-4804686"
"1765117405-369","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chat scotish","750 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-scotish-4803206"
"1765117405-370","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Poussin dinde rouge","15 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poussin-dinde-rouge-4794677"
"1765117405-371","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Cochin Fauve","17 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cochin-fauve-4794473"
"1765117405-372","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Poussin Cochin disponible","17 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poussin-cochin-disponible-4794466"
"1765117405-373","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chat persan","400 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-4785131"
"1765117405-374","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton Angora","350 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-angora-4765270"
"1765117405-375","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Vache laitière Montbéliarde","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-laitiere-montbeliarde-4765247"
"1765117405-376","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton Scottish","450 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-scottish-4755374"
"1765117405-377","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Vaches Montbéliarde","Prix sur demande","Pikine, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vaches-montbeliarde-4753936"
"1765117405-378","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Vache Montbéliard et Holstein","Prix sur demande","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-montbeliard-et-holstein-4753935"
"1765117405-379","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Vache  Montbéliard Holstein","Prix sur demande","Pikine, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-montbeliard-holstein-4753933"
"1765117405-380","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Boeuf","800 000CFA","Kaolack, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4752043"
"1765117405-381","https://sn.coinafrique.com/categorie/autres-animaux?page=2","3 chatons","Prix sur demande","Mariste, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/3-chatons-4751663"
"1765117405-382","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Paon bleu","250 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/paon-bleu-4686441"
"1765117405-383","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perroquet inséparable","60 000CFA","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-inseparable-4724298"
"1765117405-384","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chat Siamois","300 000CFA","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-siamois-4723220"
"1765117405-385","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Hamster","5 000CFA","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-4723216"
"1765117405-386","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Cailles","Prix sur demande","Touba, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cailles-4701407"
"1765117405-387","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perruche","20 000CFA","Mamelles, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruche-4701230"
"1765117405-388","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton","Prix sur demande","Ngor, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-4689687"
"1765117405-389","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Bœufs","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/bufs-4679890"
"1765117405-390","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Paire de perruches ondulées","40 000CFA","Mamelles, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/paire-de-perruches-ondulees-4679396"
"1765117405-391","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Vache brune","Prix sur demande","Mbour, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-brune-4664799"
"1765117405-392","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chatons","Prix sur demande","Mariste, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chatons-4651939"
"1765117405-393","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Couple perroquet  Roseicollis","60 000CFA","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/couple-perroquet-roseicollis-4651651"
"1765117405-394","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Canard Colvert","25 000CFA","Mariste, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/canard-colvert-4650420"
"1765117405-395","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chatons","Prix sur demande","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chatons-4646165"
"1765117405-396","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton Himalayen","270 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-himalayen-4642742"
"1765117405-397","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Cage avec 3  oiseaux","60 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cage-avec-3-oiseaux-4640165"
"1765117405-398","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton Hymalayen Persan","270 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-hymalayen-persan-4639205"
"1765117405-399","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chat Brittish Shorthair","700 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-brittish-shorthair-4629619"
"1765117405-400","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chat Persan Chinchilla","400 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-chinchilla-4623023"
"1765117405-401","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Poussins de canards","3 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poussins-de-canards-4619825"
"1765117405-402","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton","Prix sur demande","Ngor, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-4608863"
"1765117405-403","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton Siamois Hymalayen","240 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-hymalayen-4593854"
"1765117405-404","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton Persan","400 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-4592914"
"1765117405-405","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton Scottish Fold","750 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-scottish-fold-4571582"
"1765117405-406","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perroquet youyou","10 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-youyou-4570755"
"1765119205-407","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Bœufs","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/bufs-5642438"
"1765119205-408","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Taureau","2 500 000CFA","Fatick, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/taureau-5634272"
"1765119205-409","https://sn.coinafrique.com/categorie/autres-animaux?page=1","Bœuf","650CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/buf-5632019"
